source, source.label, ref_area
"EA:8350","OE - Official Estimates","SHN"
"GA:2451","CPS - Retail Price Index","SHN"
"BB:14050","HIES - Household Income and Expenditure Survey","SLB"
"AA:1627","PC - Population Census","SLB"
"CA:1628","EC - Employment Survey","SLB"
"FX:3247","ADM - Labour legislation","SLB"
"GA:2446","CPS - Retail Price Index","SLB"
"XA:6485","ILO - Social Security Inquiry Database","SLB"
"XA:2122","ILO - Modelled Estimates","SLB"
"XA:15769","ILO - Calculations based on information from ILO textual sources","SLB"
"BA:1629","LFS - Labour Force Survey","SLE"
"BX:15953","HS - Integrated Household Survey","SLE"
"BX:13092","HS - Multiple Indicator Cluster Survey, UNICEF","SLE"
"BX:14072","HS - School to Work Transition Survey","SLE"
"AA:16118","PC - Population and Housing Census","SLE"
"FX:3285","ADM - Labour legislation","SLE"
"FX:793","ADM - Records of Workers' Organizations and registrars from ministries and Inspectorates","SLE"
"EA:347","OE - Projections based on the Population and Housing Census","SLE"
"GA:346","CPS - Consumer Price Survey","SLE"
"GA:2454","CPS - Consumer Price Survey, Main City","SLE"
"XA:6582","ILO - Social Security Inquiry Database","SLE"
"XA:2124","ILO - Modelled Estimates","SLE"
"XA:15849","ILO - Calculations based on information from ILO textual sources","SLE"
"BA:1635","LFS - Labour Force Survey","SLV"
"BX:461","HS - Multi-purpose Household Survey","SLV"
"BX:6373","HS - School to Work Transition Survey","SLV"
"AA:1634","PC - Population Census","SLV"
"CA:160","EC - Administrative Records of the Ministry of Labour and Social Welfare","SLV"
"DA:1636","ES - Monthly Survey of Employment, Hours and Wages","SLV"
"FA:159","ADM-IR - Administrative Records of the Actuarial and Statistical Department of the Salvadorian Institute for Social Security","SLV"
"EA:13419","OE - Estimates based on various sources","SLV"
"GA:2459","CPS - Consumer Price Index","SLV"
"XA:6438","ILO - Social Security Inquiry Database","SLV"
"XA:2126","ILO - Modelled Estimates","SLV"
"XA:15796","ILO - Calculations based on information from ILO textual sources","SLV"
"AA:1639","PC - Population Census","SMR"
"FF:1641","ADM-LIR - Labour Inspectorate Records","SMR"
"EA:5918","OE - Estimates of the Office of economic planning, data processing and statistics","SMR"
"EB:1642","Other - Special data collection","SMR"
"GA:2455","CPS - Consumer Price Index","SMR"
"XA:6584","ILO - Social Security Inquiry Database","SMR"
"XA:15851","ILO - Calculations based on information from ILO textual sources","SMR"
"BA:15656","LFS - Labour Force Survey","SOM"
"GA:2301","CPS - Consumer Price Survey","SOM"
"XA:2128","ILO - Modelled Estimates","SOM"
"XA:16161","ILO - Calculations based on information from ILO textual sources","SOM"
"GA:2286","CPS - Consumer Price Survey","SPM"
"XA:15926","ILO - Social Security Inquiry Database","SPM"
"BA:467","LFS - Labour Force Survey","SRB"
"BB:6644","HIES - Survey on Income and living Conditions","SRB"
"BB:16200","HIES - Living Standards Measurement Survey","SRB"
"BX:13091","HS - Multiple Indicator Cluster Survey, UNICEF","SRB"
"BX:14075","HS - School to Work Transition Survey","SRB"
"DA:3105","ES - Monthly Statistical Survey on Employees and their Salaries and Wages","SRB"
"DA:15728","ES - Structure of Earnings Survey","SRB"
"FI:827","ADM-RWO - Trade unions records","SRB"
"FX:3282","ADM - Labour legislation","SRB"
"FX:15705","ADM - Tax Administration Records","SRB"
"GA:2274","CPS - Consumer Price Survey","SRB"
"XA:6415","ILO - Social Security Inquiry Database","SRB"
"XA:2130","ILO - Modelled Estimates","SRB"
"XA:15751","ILO - Calculations based on information from ILO textual sources","SRB"
"XX:8280","OS - Estimations based on Administrative data","SRB"
"AA:16210","PC - Population Census","SRB"
"AA:2210","PC - Population and Housing Census","SSD"
"GA:13381","CPS - Consumer Price Survey","SSD"
"XA:8371","ILO - Modelled Estimates","SSD"
"XA:15911","ILO - Social Security Inquiry Database","SSD"
"XA:16130","ILO - Calculations based on information from ILO textual sources","SSD"
"BX:13117","HS - Multiple Indicator Cluster Survey, UNICEF","STP"
"AA:1649","PC - Population Census","STP"
"EA:1650","OE - Official Estimates","STP"
"GA:2299","CPS - Consumer Price Index","STP"
"XA:6489","ILO - Social Security Inquiry Database","STP"
"XA:2132","ILO - Modelled Estimates","STP"
"XA:15853","ILO - Calculations based on information from ILO textual sources","STP"
"BA:6647","LFS - Continuous Household Sample Survey","SUR"
"BA:1652","LFS - Labour Force Survey","SUR"
"BB:12902","HIES - Household Income and Expenditure Survey","SUR"
"BB:15691","HIES - Survey on Living Conditions","SUR"
"BX:13090","HS - Multiple Indicator Cluster Survey, UNICEF","SUR"
"AA:1651","PC - Population Census","SUR"
"DA:8354","ES - Labour-related Establishment Survey","SUR"
"FF:1655","ADM-LIR - Labour Inspectorate Records","SUR"
"FX:16092","ADM - Legislation du Travail","SUR"
"EA:1653","OE - Official Estimates","SUR"
"EB:1656","Other - Special data collection","SUR"
"GA:2457","CPS - Consumer Price Survey","SUR"
"XA:6590","ILO - Social Security Inquiry Database","SUR"
"XA:2134","ILO - Modelled Estimates","SUR"
"XA:15798","ILO - Calculations based on information from ILO textual sources","SUR"
"BE:5885","LFS-ADJ - EU Labour Force Survey adjusted series","SVK"
"BA:398","LFS - Labour Force Survey","SVK"
"BB:560","HIES - EU Statistics on Income and Living Conditions","SVK"
"AA:402","PC - Labour costs","SVK"
"CA:1657","EC - Labour-related Establishment Census","SVK"
"DA:399","ES - Annual Structure of Earnings Survey","SVK"
"DA:401","ES - Labour-related Establishment Survey","SVK"
"DA:3103","ES - Monthly Structure of Earnings Survey","SVK"
"DA:5912","ES - Quarterly Survey on Labour","SVK"
"FF:400","ADM-LIR - Administrative data from the National Labour Inspectorate","SVK"
"FX:3281","ADM - Labour legislation","SVK"
"FX:1660","ADM - Labour Relations Records","SVK"
"FX:14094","ADM - Demographic Statistical Survey on Migration, Statistical Office","SVK"
"FX:662","ADM - Trade unions records","SVK"
"EA:14085","OE - Population Database of the Statistical Office of the Slovak Republic","SVK"
"GA:2453","CPS - Consumer Price Survey","SVK"
"XA:6440","ILO - Social Security Inquiry Database","SVK"
"XA:2136","ILO - Modelled Estimates","SVK"
"XA:15855","ILO - Calculations based on information from ILO textual sources","SVK"
"BE:5878","LFS-ADJ - EU Labour Force Survey adjusted series","SVN"
"BA:446","LFS - Labour Force Survey","SVN"
"BB:445","HIES - EU Statistics on Income and Living Conditions","SVN"
"AA:1661","PC - Population Census","SVN"
"CA:1662","EC - Monthly reporting on Earnings and persons in paid employment in enterprises, companies and organisations","SVN"
"DA:5911","ES - Monthly Report on Earnings and Persons in Paid Employment","SVN"
"DA:12947","ES - Structure of Earnings Survey","SVN"
"DA:448","ES - Labour Cost Survey","SVN"
"FF:452","ADM-LIR - Labour Inspectorate Records","SVN"
"FJ:14091","ADM-PR - Central Population Register","SVN"
"FX:8352","ADM - Administrative records and related sources","SVN"
"FX:451","ADM - Compensated Injuries at Work Database Institute of Public Health of Republic of Slovenia","SVN"
"FX:3279","ADM - Labour legislation","SVN"
"FX:443","ADM - Structure of Earnings Survey","SVN"
"EA:15956","OE - Population Structure","SVN"
"EA:15957","OE - Migration estimates","SVN"
"EA:14088","OE - Socioeconomic Characteristics of Population and Migrants","SVN"
"GA:449","CPS - Consumer Price Survey","SVN"
"XA:6592","ILO - Social Security Inquiry Database","SVN"
"XA:2138","ILO - Modelled Estimates","SVN"
"XA:15771","ILO - Calculations based on information from ILO textual sources","SVN"
"BE:5892","LFS-ADJ - EU Labour Force Survey adjusted series","SWE"
"BA:2519","LFS - EU Labour Force Survey","SWE"
"BA:762","LFS - Labour Force Survey","SWE"
"BB:3063","HIES - EU Statistics on Income and Living Conditions","SWE"
"AA:1664","PC - Population Census","SWE"
"DA:3098","ES - Short-term statistics, wages and salaries, private sector","SWE"
"DA:8360","ES - Labour-related Establishment Survey","SWE"
"DA:13353","ES - Labour Cost Survey","SWE"
"DA:3477","ES - Salary Structure Statistics","SWE"
"DA:1665","ES - Survey of Wages and Employment in mining, quarrying and manufacturing","SWE"
"FX:760","ADM - Swedish injury database","SWE"
"FX:2533","ADM - Records of the National Mediation Office","SWE"
"EB:1670","Other - Special data collection","SWE"
"GA:2449","CPS - Consumer Price Survey","SWE"
"JA:3397","SNA - National Accounts","SWE"
"XA:6491","ILO - Social Security Inquiry Database","SWE"
"XA:2140","ILO - Modelled Estimates","SWE"
"XA:15857","ILO - Calculations based on information from ILO textual sources","SWE"
"EA:16230","OE - Labour Market Status of the Population","SWE"
"BA:1672","LFS - Labour Force Survey","SWZ"
"BB:7016","HIES - Household Income and Expenditure Survey","SWZ"
"BX:7278","HS - Multiple Indicator Cluster Survey, UNICEF","SWZ"
"AA:1671","PC - Population Census","SWZ"
"CA:1674","EC - Economic or Establishment Census","SWZ"
"FF:1675","ADM-LIR - Labour Inspectorate Records","SWZ"
"FX:3276","ADM - Labour legislation","SWZ"
"FX:1676","ADM - Labour Relations Records","SWZ"
"GA:12896","CPS - Consumer Price Survey, Low Income","SWZ"
"GA:2461","CPS - Retail Price Index 'B'","SWZ"
"XA:6594","ILO - Social Security Inquiry Database","SWZ"
"XA:2142","ILO - Modelled Estimates","SWZ"
"XA:15800","ILO - Calculations based on information from ILO textual sources","SWZ"
"BA:2524","LFS - Labour Force Survey","SYC"
"AA:1677","PC - Population Census","SYC"
"FA:5920","ADM-IR - Records of the Treasury Department and Seychelles Revenue Commission","SYC"
"FB:2547","ADM-EOR - Employment office records","SYC"
"FF:1681","ADM-LIR - Labour Inspectorate Records","SYC"
"FX:16101","ADM - Legislation du Travail","SYC"
"GA:2447","CPS - Retail Price Index","SYC"
"XA:6404","ILO - Social Security Inquiry Database","SYC"
"XA:15859","ILO - Calculations based on information from ILO textual sources","SYC"
"BA:745","LFS - Labour Force Survey","SYR"
"BB:7022","HIES - Household Income and Expenditure Survey","SYR"
"BX:7033","HS - Household or Labour Force Survey","SYR"
"AA:1682","PC - Population Census","SYR"
"DA:1683","ES - Labour-related Establishment Survey","SYR"
"FF:1685","ADM-LIR - Labour Inspectorate Records","SYR"
"FX:3275","ADM - Labour legislation","SYR"
"FX:787","ADM - Statistical Abstract","SYR"
"EA:1684","OE - Official Estimates","SYR"
"GA:2460","CPS - Retail Price Index","SYR"
"GA:12897","CPS - Consumer Price Survey, Main City","SYR"
"XA:6596","ILO - Social Security Inquiry Database","SYR"
"XA:2144","ILO - Modelled Estimates","SYR"
"XA:15758","ILO - Calculations based on information from ILO textual sources","SYR"
"BA:1687","LFS - Labour Force Survey","TCA"
"AA:1686","PC - Population Census","TCA"
"XA:15934","ILO - Social Security Inquiry Database","TCA"
"BB:15712","HIES - Modular and Integrated Household Survey on Living Conditions","TCD"
"BX:13062","HS - Demographic and Health Survey","TCD"
"AA:1689","PC - Population and Housing General Census","TCD"
"DA:1690","ES - Manpower declaration","TCD"
"FB:1692","ADM-EOR - Statistical Yearbook","TCD"
"FX:3273","ADM - Labour legislation","TCD"
"FX:1693","ADM - Other Administrative records and related sources","TCD"
"EA:1691","OE - Official Estimates","TCD"
"GA:2463","CPS - Consumer Price Index","TCD"
"XA:6598","ILO - Social Security Inquiry Database","TCD"
"XA:2146","ILO - Modelled Estimates","TCD"
"XA:16163","ILO - Calculations based on information from ILO textual sources","TCD"
"BA:1694","LFS - Labour Force Survey","TGO"
"BA:14123","LFS - Regional Integrated Survey on Employment and the Informal Sector","TGO"
"BB:16196","HIES - Living Standards Measurement Survey","TGO"
"BB:686","HIES - Questionnaire on Indicators of Well-being","TGO"
"BC:2216","CLS - National Child Labour Survey","TGO"
"BX:6388","HS - School to Work Transition Survey","TGO"
"BX:7284","HS - Multiple Indicator Cluster Survey, UNICEF","TGO"
"AA:685","PC - Population and Housing Census","TGO"
"FA:1696","ADM-IR - Insurance Records","TGO"
"FA:1697","ADM-IR - Insurance Records, other","TGO"
"FF:689","ADM-LIR - Activity Report from the Labour Inspection","TGO"
"FX:688","ADM - Report from the General Directorate of Labour and Social Laws","TGO"
"FX:1699","ADM - Insurance Records, other","TGO"
"FX:3272","ADM - Labour legislation","TGO"
"EA:1695","OE - Official Estimates","TGO"
"GA:2464","CPS - Consumer Price Index","TGO"
"XA:6442","ILO - Social Security Inquiry Database","TGO"
"XA:2148","ILO - Modelled Estimates","TGO"
"XA:15861","ILO - Calculations based on information from ILO textual sources","TGO"
"XX:16058","OS - Estimations based on administrative data","TGO"
"BA:741","LFS - Labour Force Survey","THA"
"BA:6649","LFS - Labour Force Survey and Migration Survey","THA"
"BB:15893","HIES - Household Socio-Economic Survey","THA"
"BC:15680","CLS - National Working Children Survey","THA"
"BX:14100","HS - Informal Employment Survey","THA"
"AA:1700","PC - Population Census","THA"
"DA:15711","ES - Business trade and service Survey","THA"
"FA:751","ADM-IR - Insurance Records of the Workmen's Compensation Fund","THA"
"FL:6664","ADM-WP - Administrative Records of the Foreign Workers Administration Office, Department of Employment, Ministry of Labour","THA"
"FB:6668","ADM-EOR - Administrative Records of the Office of Overseas Employment Administration, Department of Employment","THA"
"FX:663","ADM - Administrative Records of the Ministry of Labour","THA"
"FX:3271","ADM - Labour legislation","THA"
"EA:6657","OE - Thai people living overseas estimation by the Department of Consular Affairs, Ministry of Foreign Affairs","THA"
"EB:1704","Other - Special data collection","THA"
"GA:2465","CPS - Consumer Price Survey","THA"
"GA:12898","CPS - Consumer Price Survey, Main City","THA"
"XA:6600","ILO - Social Security Inquiry Database","THA"
"XA:2150","ILO - Modelled Estimates","THA"
"XA:16144","ILO - Calculations based on information from ILO textual sources","THA"
"BA:498","LFS - Labour Force Survey","TJK"
"BB:2229","HIES - Living Standards Survey","TJK"
"CA:1705","EC - Labour reports","TJK"
"FB:1707","ADM-EOR - Registered Unemployment Records","TJK"
"FX:1708","ADM - Administrative records and related sources","TJK"
"FX:12978","ADM - Administrative Records of registration of birth and death, Civil Registry Office of the Ministry of Justice","TJK"
"FX:12981","ADM - Administrative Records of ticket arrival and departure, Ministry of Internal Affairs","TJK"
"FX:3269","ADM - Labour legislation","TJK"
"EA:1706","OE - Official Estimates","TJK"
"GA:2466","CPS - Consumer Price Survey","TJK"
"XA:6495","ILO - Social Security Inquiry Database","TJK"
"XA:2152","ILO - Modelled Estimates","TJK"
"XA:16165","ILO - Calculations based on information from ILO textual sources","TJK"
"BB:16122","HIES - Household Income and Expenditure Survey","TKL"
"AA:7393","PC - Population Census","TKL"
"BX:15704","HS - Multiple Indicator Cluster Survey, UNICEF","TKM"
"CA:1709","EC - Economic or Establishment Census","TKM"
"FB:105","ADM-EOR - Records of Employment Office","TKM"
"FX:16089","ADM - Legislation du Travail","TKM"
"EA:1710","OE - Official Estimates","TKM"
"XA:6417","ILO - Social Security Inquiry Database","TKM"
"XA:1987","ILO - Modelled Estimates","TKM"
"XA:16135","ILO - Calculations based on information from ILO textual sources","TKM"
"BA:3050","LFS - Labour Force Survey","TLS"
"BB:7029","HIES - Living Standards Survey","TLS"
"AA:7002","PC - Population Census","TLS"
"FB:5925","ADM-EOR - Records of the Secretary of Sate for Vocational Training and Employment","TLS"
"FX:8357","ADM - Administrative records and related sources","TLS"
"FX:7388","ADM - Labour legislation","TLS"
"GA:15670","CPS - Consumer Price Survey","TLS"
"XA:6604","ILO - Social Security Inquiry Database","TLS"
"XA:2156","ILO - Modelled Estimates","TLS"
"XA:15802","ILO - Calculations based on information from ILO textual sources","TLS"
"BA:1712","LFS - Labour Force Survey","TON"
"BB:16119","HIES - Household Income and Expenditure Survey","TON"
"BX:15735","HS - Multiple Indicator Cluster Survey, UNICEF","TON"
"AA:1711","PC - Population Census","TON"
"CA:1713","EC - Survey of Industrial Production, Employment and Wages","TON"
"GA:2468","CPS - Consumer Price Survey","TON"
"XA:6497","ILO - Social Security Inquiry Database","TON"
"XA:2158","ILO - Modelled Estimates","TON"
"XA:16167","ILO - Calculations based on information from ILO textual sources","TON"
"BA:549","LFS - Continuous Sample Survey of the Population","TTO"
"BX:7088","HS - Household or Labour Force Survey","TTO"
"BX:13086","HS - Multiple Indicator Cluster Survey, UNICEF","TTO"
"AA:1715","PC - Population Census","TTO"
"DA:1716","ES - Labour-related Establishment Survey","TTO"
"FB:555","ADM-EOR - Trade unions records","TTO"
"FF:554","ADM-LIR - Annual report of the Labour Inspectorate Division","TTO"
"FK:552","ADM-EBR - Business Surveys Establishment Registers","TTO"
"FX:3267","ADM - Labour legislation","TTO"
"FX:1717","ADM - Labour Relations Records","TTO"
"FX:550","ADM - Occupational Safety and Health Agency, MLSMED","TTO"
"FX:551","ADM - Work stoppages records","TTO"
"FX:6855","ADM - Records of the Conciliation Unit","TTO"
"EA:553","OE - Draft Estimates of Expenditure for the Financial Year","TTO"
"GA:2470","CPS - Index of Retail Prices","TTO"
"XA:6606","ILO - Social Security Inquiry Database","TTO"
"XA:2160","ILO - Modelled Estimates","TTO"
"XA:15863","ILO - Calculations based on information from ILO textual sources","TTO"
"XX:16059","OS - Estimations based on administrative data","TTO"
"BA:743","LFS - National Population and Employment Survey","TUN"
"BA:15955","LFS - Labor Market Panel Survey","TUN"
"BX:6389","HS - School to Work Transition Survey","TUN"
"BX:16086","HS - Households International Migration Survey","TUN"
"AA:1718","PC - Population Census","TUN"
"FA:1721","ADM-IR - Insurance Records","TUN"
"FF:1723","ADM-LIR - Labour Inspectorate Records","TUN"
"FX:3265","ADM - Labour legislation","TUN"
"FX:1725","ADM - Labour Relations Records","TUN"
"FX:1724","ADM - Other Administrative records and related sources","TUN"
"GA:2467","CPS - Consumer Price Index","TUN"
"XA:6444","ILO - Social Security Inquiry Database","TUN"
"XA:2162","ILO - Modelled Estimates","TUN"
"XA:15773","ILO - Calculations based on information from ILO textual sources","TUN"
"BE:15675","LFS-ADJ - EU Labour Force Survey adjusted series","TUR"
"BA:2256","LFS - EU Labour Force Survey","TUR"
"BA:622","LFS - Household Labour Force Survey","TUR"
"AA:1726","PC - Population Census","TUR"
"DA:1728","ES - Annual Survey of Manufacturing Industry","TUR"
"DA:13354","ES - Labour Cost Survey","TUR"
"DA:506","ES - Structure of Earnings Survey","TUR"
"FA:1729","ADM-IR - Social Insurance Institution reports","TUR"
"FF:508","ADM-LIR - General Report of Labour Inspection","TUR"
"FJ:14051","ADM-PR - Address Based Population Registration System","TUR"
"FX:13347","ADM - Administrative Records of the National statistical Office","TUR"
"FX:3263","ADM - Labour legislation","TUR"
"FX:507","ADM - Records from the Ministry of Labour and Social Security","TUR"
"FX:14053","ADM - Work permit Records, Ministry of Labour and Social Security","TUR"
"FX:14054","ADM - International Migration Statistics, Ministry of Interior","TUR"
"EA:8358","OE - Combination of different Sources","TUR"
"GA:509","CPS - Consumer Price Survey","TUR"
"XA:6608","ILO - Social Security Inquiry Database","TUR"
"XA:2164","ILO - Modelled Estimates","TUR"
"XA:15865","ILO - Calculations based on information from ILO textual sources","TUR"
"BB:14047","HIES - Household Income and Expenditure Survey","TUV"
"AA:1732","PC - Population Census","TUV"
"GA:2268","CPS - Consumer Price Survey","TUV"
"XA:6499","ILO - Social Security Inquiry Database","TUV"
"XA:16146","ILO - Calculations based on information from ILO textual sources","TUV"
"BA:1733","LFS - Labour Force Survey","TWN"
"DA:1734","ES - Labour-related Establishment Survey","TWN"
"FF:1735","ADM-LIR - Labour Inspectorate Records","TWN"
"FX:13422","ADM - Administrative Records","TWN"
"FX:3261","ADM - Labour legislation","TWN"
"GA:2309","CPS - Consumer Price Survey","TWN"
"XA:6610","ILO - Social Security Inquiry Database","TWN"
"XA:8368","ILO - Modelled Estimates","TWN"
"BA:1743","LFS - Labour Force Survey","TZA"
"BB:2542","HIES - National Panel Survey","TZA"
"BB:15895","HIES - National Household Budget Survey","TZA"
"BX:6387","HS - School to Work Transition Survey","TZA"
"AA:1742","PC - Population Census","TZA"
"DA:2543","ES - Employment and Earnings Survey","TZA"
"DA:1744","ES - Labour-related Establishment Survey","TZA"
"FI:2207","ADM-RWO - Trade unions records","TZA"
"FX:3259","ADM - Labour legislation","TZA"
"EA:8356","OE - Special data collection","TZA"
"GA:2270","CPS - Consumer Price Survey","TZA"
"XA:6501","ILO - Social Security Inquiry Database","TZA"
"XA:2166","ILO - Modelled Estimates","TZA"
"XA:15804","ILO - Calculations based on information from ILO textual sources","TZA"
"BA:13047","LFS - National Labour Force Survey","UGA"
"BB:268","HIES - National Household Survey","UGA"
"BX:6390","HS - School to Work Transition Survey","UGA"
"FX:3258","ADM - Labour legislation","UGA"
"FX:1747","ADM - Other Administrative records and related sources","UGA"
"GA:2472","CPS - Consumer Price Survey","UGA"
"XA:6614","ILO - Social Security Inquiry Database","UGA"
"XA:2168","ILO - Modelled Estimates","UGA"
"XA:15867","ILO - Calculations based on information from ILO textual sources","UGA"
"XX:16060","OS - Estimations based on administrative data","UGA"
"BA:475","LFS - Labour Force Survey","UKR"
"BC:15686","CLS - National Child Labour Survey","UKR"
"BX:6391","HS - School to Work Transition Survey","UKR"
"AA:1748","PC - Population Census","UKR"
"DA:477","ES - Labour cost Survey","UKR"
"DA:5913","ES - Survey of enterprises on matters pertaining to labor statistics","UKR"
"DA:7342","ES - Survey on wages of employees by gender, age, education and Occupational group","UKR"
"DA:478","ES - Report on Occupational Injuries","UKR"
"FF:1752","ADM-LIR - Labour Inspectorate Records","UKR"
"FI:658","ADM-RWO - Annual reports of trade unions","UKR"
"FX:3257","ADM - Labour legislation","UKR"
"FX:1753","ADM - Labour Relations Records","UKR"
"EA:1750","OE - Official Estimates","UKR"
"EB:7339","Other - Reporting of the public authority","UKR"
"GA:2471","CPS - Consumer Price Survey","UKR"
"XA:6446","ILO - Social Security Inquiry Database","UKR"
"XA:2170","ILO - Modelled Estimates","UKR"
"XA:15883","ILO - Calculations based on information from ILO textual sources","UKR"
"FX:16211","ADM - Migration movement of population","UKR"
"BA:348","LFS - Continous Household Survey","URY"
"AA:1757","PC - Population Census","URY"
"DA:1759","ES - Labour-related Establishment Survey","URY"
"DA:350","ES - Programme for the modernization of labour Relations","URY"
"FA:6643","ADM-IR - State Insurance Bank records","URY"
"FI:351","ADM-RWO - Administrative Records of the Workers' National Central Union","URY"
"FX:106","ADM - Register of staff and human ressources","URY"
"FX:1762","ADM - Administrative records and related sources","URY"
"EA:107","OE - MTSS Estimates","URY"
"GA:2474","CPS - Consumer Price Index","URY"
"XA:6503","ILO - Social Security Inquiry Database","URY"
"XA:2172","ILO - Modelled Estimates","URY"
"XA:15868","ILO - Calculations based on information from ILO textual sources","URY"
"BA:453","LFS - Current Population Survey","USA"
"CA:1764","EC - Labour-related Establishment Survey","USA"
"DA:1765","ES - Current Employment Statistics Survey","USA"
"DA:458","ES - Survey of Occupational Injuries and Illnesses","USA"
"DA:456","ES - Occupational Employment Statistics Survey","USA"
"FF:2586","ADM-LIR - Wage and Hour Division Records","USA"
"FX:457","ADM - Census of Fatal Occupational Injuries","USA"
"FX:3517","ADM - OSHA Directorate of Enforcement Programs","USA"
"FX:3255","ADM - Labour legislation","USA"
"FX:2528","ADM - Work stoppages records","USA"
"GA:454","CPS - Consumer Price Survey","USA"
"GA:2473","CPS - Consumer Price Survey, Wage Earners","USA"
"JA:3382","SNA - National Accounts","USA"
"XA:6618","ILO - Social Security Inquiry Database","USA"
"XA:2174","ILO - Modelled Estimates","USA"
"XA:16169","ILO - Calculations based on information from ILO textual sources","USA"
"DA:16195","ES - National Compensation Survey","USA"
"BA:15965","LFS - Labour Force Survey","UZB"
"BX:13423","HS - General Household Survey","UZB"
"DA:1768","ES - Labour-related Establishment Survey","UZB"
"FB:1770","ADM-EOR - Registered Unemployment","UZB"
"FF:15744","ADM-LIR - Ministry of Employment and Labor Relations","UZB"
"FX:12977","ADM - Administrative Records of migration, Agency of Foreign Labour Migration Affairs","UZB"
"FX:3317","ADM - Labour legislation","UZB"
"EA:1769","OE - Official Estimates","UZB"
"GA:15671","CPS - Consumer Price Survey","UZB"
"XA:6419","ILO - Social Security Inquiry Database","UZB"
"XA:2176","ILO - Modelled Estimates","UZB"
"XA:16129","ILO - Calculations based on information from ILO textual sources","UZB"
"AA:1771","PC - Population Census","VCT"
"FA:9","ADM-IR - National Insurance Services Records","VCT"
"FB:7128","ADM-EOR - Employment Official Records","VCT"
"FF:1773","ADM-LIR - Labour Inspectorate Records","VCT"
"FX:1774","ADM - Other Administrative records and related sources","VCT"
"FX:16103","ADM - Legislation du Travail","VCT"
"EA:7118","OE - Official Estimates","VCT"
"GA:2475","CPS - Index of Retail Prices","VCT"
"XA:6620","ILO - Social Security Inquiry Database","VCT"
"XA:2178","ILO - Modelled Estimates","VCT"
"XA:15805","ILO - Calculations based on information from ILO textual sources","VCT"
"BA:382","LFS - Household Sample Survey","VEN"
"AA:1775","PC - Population Census","VEN"
"FA:1779","ADM-IR - Insurance Records","VEN"
"FF:386","ADM-LIR - Administrative Records of the Ministry of Popular Power for Labour and Social Security","VEN"
"FI:385","ADM-RWO - Register of Safety Deputies and Representatives of Employers","VEN"
"FX:1780","ADM - Labour Inspectorate Records","VEN"
"EA:1778","OE - Official Estimates","VEN"
"GA:12899","CPS - Consumer Price Survey","VEN"
"GA:2476","CPS - Consumer Price Index for the Metropolitan Area of Caracas","VEN"
"XA:6505","ILO - Social Security Inquiry Database","VEN"
"XA:2180","ILO - Modelled Estimates","VEN"
"XA:15870","ILO - Calculations based on information from ILO textual sources","VEN"
"BA:1782","LFS - Labour Force Survey","VGB"
"AA:1781","PC - Population Census","VGB"
"DA:25","ES - Development Planning Unit Establishment Survey","VGB"
"DA:1783","ES - Labour-related Establishment Survey","VGB"
"GA:2477","CPS - Consumer Price Survey","VGB"
"XA:6622","ILO - Social Security Inquiry Database","VGB"
"AA:32","PC - Population Census","VIR"
"DA:1784","ES - Current Employment Statistics Program","VIR"
"XA:2182","ILO - Modelled Estimates","VIR"
"XA:15904","ILO - Social Security Inquiry Database","VIR"
"BA:1788","LFS - Labour Force Survey","VNM"
"BB:2227","HIES - Household Living Standard Survey","VNM"
"BC:13054","CLS - National Child Labour Survey","VNM"
"BX:6392","HS - School to Work Transition Survey","VNM"
"AA:1787","PC - Population Census","VNM"
"DA:1789","ES - Labour-related Establishment Survey","VNM"
"FI:788","ADM-RWO - Vietnam General Confederation of Labour Records","VNM"
"FX:6673","ADM - Administrative Records of the Department of Overseas Labour","VNM"
"FX:3262","ADM - Labour legislation","VNM"
"FX:12959","ADM - Administrative Records of the Bureau of Employment","VNM"
"EA:1790","OE - Official Estimates","VNM"
"GA:422","CPS - Consumer Price Survey","VNM"
"XA:6624","ILO - Social Security Inquiry Database","VNM"
"XA:2184","ILO - Modelled Estimates","VNM"
"XA:16171","ILO - Calculations based on information from ILO textual sources","VNM"
"XX:16061","OS - Estimations based on administrative data","VNM"
"BB:15632","HIES - Household Income and Expenditure Survey","VUT"
"AA:52","PC - Population and Housing Census","VUT"
"FB:1792","ADM-EOR - Employment Office Records","VUT"
"FX:16094","ADM - Legislation du Travail","VUT"
"EA:5915","OE - Official Estimates","VUT"
"GA:2478","CPS - Consumer Price Survey, Low-Income Group Families","VUT"
"XA:6507","ILO - Social Security Inquiry Database","VUT"
"XA:2186","ILO - Modelled Estimates","VUT"
"XA:15774","ILO - Calculations based on information from ILO textual sources","VUT"
"BB:16123","HIES - Household Income and Expenditure Survey","WLF"
"AA:12841","PC - Population Census","WLF"
"BA:1794","LFS - Labour Force Survey","WSM"
"BB:7015","HIES - Household Income and Expenditure Survey","WSM"
"BX:6386","HS - School to Work Transition Survey","WSM"
"AA:1793","PC - Population Census","WSM"
"FB:14096","ADM-EOR - Employment Office Records of the Ministry of Commerce Industry and Labour","WSM"
"FX:13343","ADM - Administrative Records of the National statistical Office","WSM"
"FX:16105","ADM - Legislation du Travail","WSM"
"GA:2479","CPS - Consumer Price Survey","WSM"
"XA:6406","ILO - Social Security Inquiry Database","WSM"
"XA:2188","ILO - Modelled Estimates","WSM"
"XA:15872","ILO - Calculations based on information from ILO textual sources","WSM"
